seqnum,i_wh_id,i_colnam,i_mask,i_sts_stoloc_set,i_sts_lodnum_set,i_sts_lodnum_add,i_sts_exception_set,i_sts_exception,i_sts_gp,i_sts_gp_mb,i_sts_gp_fwi,i_sts_invtyp,i_sts_photo_miss,i_sts_prtfam,i_sts_vg_ais,i_sts_vg_kweker,i_sts_vg_diff,i_sts_asset_typ,i_stoloc_exploc,i_stoloc_rcvloc_new,i_stoloc_rcvloc_add,i_stoloc_rexcploc,i_invmix_train,i_invmix_lpn,i_inv_attr_str17,i_stoloc_on_dc,i_lodnum_on_dc,i_identifier_on_dc,i_have_confirmation,use_location,add_to_lodnum,start_scan,add_scan,new_train,allocate_location,auto_deposit,clear_pre,finish_scan,finish_asset_typ,clear_post,show_error,show_message,show_confirmation,show_parms,open_rf_frm,open_rf_frm_parms_cmd,description
1360,"----","lodnum","%","1","1","%","0","%","%","%","%","30","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","",0,0,0,0,0,1,0,"",1,"","clear usr rf device context where clear_type='all_except_stoloc'","","stsLodnumAddToLodnumFinished","","identifier,lodnum,stoloc","","","Add to existing load fulfilment - allocate location."
1370,"----","lodnum","%","1","1","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","%","",0,0,0,0,0,0,0,"",1,"","clear usr rf device context where clear_type='all_except_stoloc'","","stsLodnumAddToLodnumFinished","","identifier,lodnum,stoloc","","","Add to existing load."
1380,"----","lodnum","%","1","1","%","1","%","%","%","%","%","%","%","%","%","%","%","0","%","%","0","%","%","%","%","1","%","",0,0,0,0,0,1,1,"",1,"","clear usr rf device context where clear_type='all_except_stoloc'","stsLodnumAddToLodnumExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","Exception default, not yet on an exception location."
1390,"----","lodnum","%","1","1","%","1","%","%","%","%","%","%","%","%","%","%","%","0","%","%","1","%","%","%","%","1","%","",0,0,0,0,0,0,0,"",1,"","clear usr rf device context where clear_type='all_except_stoloc'","","stsLodnumAddToLodnumOnExceptionFinished","","","","","Exception default, already on an exception location."
1400,"----","mask-inv_attr_str8","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskNoStoloc","","","","","","NAI-S01-01, Scenario h: LDA employee directly scans a PRN without providing a receving location."
1410,"----","mask-inv_attr_str8","%","1","%","%","1","EAB.ABS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskPabExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart."
1411,"----","mask-inv_attr_str8","%","1","%","%","1","PRT.ABS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","1","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskPabExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","Unknown PAB, Request ASN Download resulted in error"
1420,"----","mask-inv_attr_str8","%","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"send usr asn download request where inv_attr_str8 = @identifier and wh_id = @wh_id",0,"","","","dlgRequestSent","","","","","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart."
1430,"----","mask-inv_attr_str8","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgMaskPABUnknownInvtyp=1",0,0,1,1,0,0,0,"",0,"","","","","","identifier","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='EAB.ABS' and asset_typ='' and invtyp='10'","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart."
1440,"----","mask-inv_attr_str8","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgMaskPABUnknownInvtyp=2",0,0,1,1,0,0,0,"",0,"","","","","","identifier","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='EAB.ABS' and asset_typ='' and invtyp='20'","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart."
1450,"----","mask-inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgMaskPABUnknownInvtyp=1",0,0,0,0,0,0,0,"",0,"","","","","","identifier","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='EAB.ABS' and asset_typ='' and invtyp='10'","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart."
1460,"----","mask-inv_attr_str8","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","dlgMaskPABUnknownInvtyp=2",0,0,0,0,0,0,0,"",0,"","","","","","identifier","USR_IDENTIFY_LOAD_EX","publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='EAB.ABS' and asset_typ='' and invtyp='20'","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart."
1470,"----","mask-stapelwagen","%","%","%","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskAddToLodnum","","","","","","Issue 201, mask-stapelwagen only allowed with a new load (not an existing load)."
1480,"----","mask-stapelwagen","%","0","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskNoStoloc","","","","","","NAI-S01-01, Scenario i: LDA employee scans trolley without scanning the PRN and/or receiving location."
1490,"----","mask-stapelwagen","%","1","1","0","%","%","%","%","%","%","%","%","%","%","%","2","%","%","%","%","%","%","%","%","0","0","",0,0,0,0,0,0,0,"",0,"","","","","dlgStapelwagenInsteadOfDeen[Y|N]","","","","NAI-S05-01, Scenario b: WMS ascertains that the load is handled as a trolley cart instead of a Danish cart."
1500,"----","mask-stapelwagen","%","1","1","0","%","%","%","%","%","%","%","%","%","%","%","2","%","%","%","%","%","%","%","%","0","0","dlgStapelwagenInsteadOfDeen=Y",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load';process usr rf identify load exception where acttyp='A' and hldpfx=@wh_id and hldnum='CARR.TYPE' and reacod='OVERIG' and invtyp=@dc_invtyp and asset_typ='1' and nottxt=''",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsPabExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S05-01, Scenario b: WMS ascertains that the load is handled as a trolley cart instead of a Danish cart."
1510,"----","mask-stapelwagen","%","1","1","0","%","%","%","%","%","%","%","%","%","%","%","2","%","%","%","%","%","%","%","%","0","0","dlgStapelwagenInsteadOfDeen=N",0,0,0,0,0,0,0,"",0,"","","","","","","","","NAI-S05-01, Scenario b: WMS ascertains that the load is handled as a trolley cart instead of a Danish cart."
1520,"----","mask-stapelwagen","%","1","%","0","1","LYRS.CHNG,QTY.CHNG","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-04, Scenario c/d: Register incorrect or damage (on) number of buckets for a big batch. NAI-S03-06, Scenario d: Execute a correction on the number of shelves during receiving a Danish cart for a big batch."
1530,"----","mask-stapelwagen","%","1","%","0","1","LYRS.CHNG","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-06, Scenario d: Execute a correction on the number of shelves during receiving a Danish cart for a big batch."
1560,"----","mask-stapelwagen","%","1","%","0","1","RDX","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S04-05, Scenario e: The WMS should register the hold code for sealing on the scanned load.Scenario g: Register instable load because of too high, too wide, too low or too heavy."
1580,"----","mask-stapelwagen","%","1","%","0","1","RDO","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S04-05, Scenario j: Register not scannable barcode on trolley cart."
1610,"----","mask-stapelwagen","%","1","%","0","1","NOTE.USED","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario i: The LDA employee scans to a trolley the barcode of a PRN which is in use and not on a receiving location. / NAI-S03-03, Scenario j: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and not on a receiving location."
1620,"----","mask-stapelwagen","%","1","%","0","1","EAB.ABS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart. / NAI-S03-01, Scenario c: The LDA employee scans a barcode of an unknown PRN on a trolley cart."
1621,"----","mask-stapelwagen","%","1","%","0","1","PRT.ABS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","Unknown PAB, Request ASN Download resulted in error"
1630,"----","mask-stapelwagen","%","1","%","0","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"2","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskExceptionFinishedDefault","","","auto_deposit_mov_zone_lngdsc","","","Exception default."
1640,"----","mask-stapelwagen","%","1","0","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskNoPabs","","","","","","NAI-S01-01, Scenario i: LDA employee scans trolley cart without scanning PRN and/or receiving location."
1650,"----","mask-stapelwagen","%","1","1","0","0","%","%","%","%","30","%","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","",0,0,0,0,0,1,0,"",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","","stsMaskFinished","","identifier,colnam","","","Trolley cart received fulfilment - allocate location."
1660,"----","mask-stapelwagen","%","1","1","0","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","0","0","",0,0,0,0,0,0,0,"",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","","stsMaskFinished","","identifier,colnam","","","Trolley cart received."
1670,"----","mask-dummy-load","%","%","%","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskDummyAddToLodnum","","","","","","Issue 201, mask-dummy-load only allowed with a new load (not an existing load)."
1680,"----","mask-dummy-load","%","1","%","0","1","LYRS.CHNG,QTY.CHNG","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-04, Scenario c/d: Register incorrect or damage (on) number of buckets for a big batch. NAI-S03-06, Scenario d: Execute a correction on the number of shelves during receiving a Danish cart for a big batch."
1690,"----","mask-dummy-load","%","1","%","0","1","LYRS.CHNG","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-06, Scenario b: Perform correction on number of blue shelves during registration of a trolley cart containing a big batch."
1700,"----","mask-dummy-load","%","1","%","0","1","QTY.CHNG","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-04, Scenario c: Register incorrect number of buckets for a big batch."
1740,"----","mask-dummy-load","%","1","%","0","1","RDO","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S04-05, Scenario j: Register not scannable barcode on trolley cart."
1770,"----","mask-dummy-load","%","1","%","0","1","NOTE.USED","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-03, Scenario f: The LDA employee scans to a trolley the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario g: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and on a receiving location. / NAI-S03-03, Scenario i: The LDA employee scans to a trolley the barcode of a PRN which is in use and not on a receiving location. / NAI-S03-03, Scenario j: The LDA employee scans to a Danish cart the barcode of a PRN which is in use and not on a receiving location."
1780,"----","mask-dummy-load","%","1","%","0","1","EAB.ABS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S03-02, Scenario d: The LDA employee scans the barcode of an unknown PRN on a Danish cart. / NAI-S03-01, Scenario c: The LDA employee scans a barcode of an unknown PRN on a trolley cart."
1781,"----","mask-dummy-load","%","1","%","0","1","PRT.ABS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","Unknown PAB, Request ASN Download resulted in error"
1790,"----","mask-dummy-load","%","1","%","0","1","PHOTO.MISS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S04-01, Scenario a: PRN contains auction group 'photo missing '."
1800,"----","mask-dummy-load","%","1","%","0","1","PASSP.MISS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinished","","","auto_deposit_mov_zone_lngdsc","","","NAI-S04-01, Scenario a: PRN contains auction group 'photo missing '."
1810,"----","mask-dummy-load","%","1","%","0","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,1,1,"clear usr rf device context where clear_type='clear_for_dummy_load'",1,"1","clear usr rf device context where clear_type='all_except_stoloc'","stsMaskDummyExceptionFinishedDefault","","","auto_deposit_mov_zone_lngdsc","","","Exception default."
1820,"----","mask-dummy-load","%","%","%","0","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskDummyOnlyWithException","","","identifier,colnam","","",""
1830,"----","mask-dummy-load","%","0","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskDummyNoStoloc","","","identifier,colnam","","",""
1840,"----","mask-stoloc","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errMaskStolocUnknown","","","identifier","","","NAI-S01-02, Scenario g: LDA employee scans barcode receiving location."
1850,"----","mask-F4-NOPRIVS","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","errLodnumIsRequired","","","identifier","","",""
1860,"----","mask-F4-NOPRIVS","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","stsInvAdjDtlNoPrivs","","","","USR_IDENTIFY_LOAD_EX","list usr rf identify load device scan status | publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='QTY.CHNG' and asset_typ=@dc_asset_typ and invtyp=@dc_invtyp ","NAI-S03-04, Scenario c: Register incorrect number of buckets for a big batch."
1870,"----","mask-F4","%","1","1","%","%","%","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","stsInvAdjDtlNotAllowedGp","","","","USR_IDENTIFY_LOAD_EX","list usr rf identify load device scan status | publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='QTY.CHNG' and asset_typ=@dc_asset_typ and invtyp=@dc_invtyp ","NAI-S03-04, Scenario c: Register incorrect number of buckets for a big batch."
1880,"----","mask-F4","%","1","1","%","%","%","%","%","%","20,21,22","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","stsInvAdjDtlNotAllowed","","","","USR_IDENTIFY_LOAD_EX","list usr rf identify load device scan status | publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='QTY.CHNG' and asset_typ=@dc_asset_typ and invtyp=@dc_invtyp ","NAI-S03-04, Scenario g: Register damage to number of buckets Connect/Floriculture Direct batch."
1890,"----","mask-F4","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","","","","identifier","USR_IDENTIFY_LOAD_ADJ_DSP","publish data where dvc_var_nam='' and dvc_ena_flg=''",""
1900,"----","mask-F4","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","errLodnumIsRequired","","","identifier","","",""
1910,"----","mask-F5-NOPRIVS","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","errLodnumIsRequired","","","identifier","","",""
1920,"----","mask-F5-NOPRIVS","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","stsInvAdjLodNoPrivs","","","identifier","USR_IDENTIFY_LOAD_EX","list usr rf identify load device scan status | publish data where disable_back='1' and dvc_var_nam='hldpfx,hldnum,asset_typ,invtyp,nottxt' and dvc_ena_flg='0,0,0,0,0' and hldpfx=@@wh_id and hldnum='LYRS.CHNG' and asset_typ=@dc_asset_typ and invtyp=@dc_invtyp ","NAI-S03-04, Scenario c: Register incorrect number of buckets for a big batch."
1930,"----","mask-F5","%","1","1","%","%","%","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","stsInvAdjLodNotAllowedGp","","","identifier","USR_IDENTIFY_LOAD_ADJ_LOD","publish data where dvc_var_nam='load_attr1_flg,asset_qty,inv_attr_str7,inv_attr_dte1,inv_attr_str10,inv_attr_str11' and dvc_vis_flg='1,1,1,1,0,0' and dvc_ena_flg='1,0,0,0,0,0' ","NAI-S03-04, Scenario c: Register incorrect number of buckets for a big batch."
1940,"----","mask-F5","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","","","","identifier","USR_IDENTIFY_LOAD_ADJ_LOD","publish data where dvc_var_nam='load_attr1_flg,asset_qty,inv_attr_str7,inv_attr_dte1,inv_attr_str10,inv_attr_str11' and dvc_vis_flg='1,1,1,1,0,0' and dvc_ena_flg='1,1,0,0,0,0' ",""
1950,"----","mask-F5","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"get usr rf identify load dummy load flag | if(@dummy_load_flg = 1){set return status where status=90019}",0,"","","errLodnumIsRequired","","","identifier","","",""
1960,"----","mask-F6-NOPRIVS","%","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errLodnumIsRequired","","","identifier","","",""
1970,"----","mask-F6-NOPRIVS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","stsRelabelNoPrivs","","","","","","NAI-S02-01, Scenario: LDA employee needs to change the load id for an already registered PRN."
1980,"----","mask-F6","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","","","","identifier","USR_RELABEL_LOAD","publish data where dvc_var_nam='' and dvc_ena_flg=''","NAI-S02-01, Scenario: LDA employee needs to change the load id for an already registered PRN."
1990,"----","mask-F8-NOPRIVS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","stsExceptionNoPrivs","","","identifier","","","Exception screen no permissions."
2000,"----","mask-F8","%","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","","","","identifier","USR_IDENTIFY_LOAD_EX","publish data where dvc_var_nam='' and dvc_ena_flg=''","Exception screen."
2010,"----","mask-F8","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errDstLocIsRequired","","","identifier","","","Exception screen no location scanned."
2020,"----","mask-F7","%","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errDstLocIsRequired","","","identifier","","","NAI-S05-02, Scenario a: Close train."
2030,"----","mask-F7","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","","","cnfCloseTrainHaveLodnum[Y|N]","stoloc","","","NAI-S05-02, Scenario a: Close train."
2040,"----","mask-F7","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","cnfCloseTrainHaveLodnum=Y",0,0,0,0,0,0,0,"close usr train where wh_id=@wh_id and devcod=@devcod and stoloc=@dc_stoloc and close_type = 'manual'",0,"","clear usr rf device context where clear_type='all'","","stsTrainClosed","","","","","NAI-S05-02, Scenario a: Close train."
2050,"----","mask-F7","%","1","1","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","cnfCloseTrainHaveLodnum=N",0,0,0,0,0,0,0,"",0,"","","","stsTrainNotClosed","","identifier","","","NAI-S05-02, Scenario a: Close train."
2060,"----","mask-F7","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","","","cnfCloseTrain[Y|N]","stoloc","","","NAI-S05-02, Scenario a: Close train."
2070,"----","mask-F7","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","cnfCloseTrain=Y",0,0,0,0,0,0,0,"close usr train where wh_id=@wh_id and devcod=@devcod and stoloc=@dc_stoloc and close_type = 'manual'",0,"","clear usr rf device context where clear_type='all'","","stsTrainClosed","","","","","NAI-S05-02, Scenario a: Close train."
2080,"----","mask-F7","%","1","0","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","cnfCloseTrain=N",0,0,0,0,0,0,0,"",0,"","","","stsTrainNotClosed","","identifier","","","NAI-S05-02, Scenario a: Close train."
2090,"----","mask-USR_IDENTIFY_LOAD_EX-POST","%","%","%","%","1","PHOTO.MISS","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","%","",0,0,0,0,0,0,0,"",0,"","","errPartijUitplaatsen","","","identifier","","","NAI-S04-01, Scenario a: PRN contains auction group 'photo missing '."
